brand_name,product_name,product_id,url,images_from_sociolla,images_from_serper,total_images,serper_status
751_abib,Yuja Probiotics Blemish Pad Vitalizing Touch,91893,https://www.sociolla.com/toner/63551-yuja-probiotics-blemish-pad-vitalizing-touch,0,5,5,ok
751_abib,Mild Acidic pH Sheet Mask Yuja Fit,91199,https://www.sociolla.com/sheet-mask/62857-mild-acidic-ph-sheet-mask-yuja-fit,0,8,8,ok
730_acwell,Licorice pH Balancing Cleansing Toner,21291,https://www.sociolla.com/toner/15871-licorice-ph-balancing-cleansing-toner,0,10,10,ok
751_abib,Mild Acidic pH Sheet Mask Jericho Rose Fit  (single),98599,https://www.sociolla.com/sheet-mask/70257-mild-acidic-ph-sheet-mask-jericho-rose-fit-single,0,9,9,ok
730_acwell,Licorice pH Balancing Advance Serum,82363,https://www.sociolla.com/face-serum/54021-licorice-ph-balancing-advance-serum,0,10,10,ok
730_acwell,pH Balancing Bubble Free Cleansing Gel,90795,https://www.sociolla.com/cleansing-gel/62453-ph-balancing-bubble-free-cleansing-gel,0,10,10,ok
730_acwell,pH Balancing Soothing Cleansing Foam,90794,https://www.sociolla.com/face-wash/62452-ph-balancing-soothing-cleansing-foam,0,9,9,ok
730_acwell,Licorice pH Balancing Essential Cream,99997,https://www.sociolla.com/face-cream-lotion/71655-licorice-ph-balancing-essential-cream,0,9,9,ok
730_acwell,Real Aqua Balancing Cream,90792,https://www.sociolla.com/face-cream-lotion/62450-real-aqua-balancing-cream,0,10,10,ok
730_acwell,Licorice pH Balancing Essence Mist,63246,https://www.sociolla.com/essence/38023-licorice-ph-balancing-essence-mist,0,10,10,ok
730_acwell,Licorice Toner & Essence Mist Set,105752,https://www.sociolla.com/default-category/77410-licorice-toner-and-essence-mist-set,0,8,8,ok
730_acwell,Deep Hydration  for Dull Skin,102279,https://www.sociolla.com/skin-care-set/73937-deep-hydration-for-dull-skin,0,8,8,ok
730_acwell,Cleansing Power - for Dry Skin,102277,https://www.sociolla.com/skin-care-set/73935-cleansing-power-for-dry-skin,0,6,6,ok
730_acwell,Cleansing Power - for Oily Skin,102276,https://www.sociolla.com/skin-care-set/73934-cleansing-power-for-oily-skin,0,3,3,ok
730_acwell,Licorice Toner & Serum Set,105750,https://www.sociolla.com/default-category/77408-licorice-toner-and-cream-set,0,7,7,ok
730_acwell,Licorice Toner & Cream Set,105751,https://www.sociolla.com/default-category/77409-licorice-toner-and-cream-set,0,4,4,ok
730_acwell,Licorice pH Balancing Cleansing Toner Duo,76061,https://www.sociolla.com/toner/47719-licorice-ph-balancing-cleansing-toner-duo,0,5,5,ok
730_acwell,Deep Hydration  for Oily Skin,102278,https://www.sociolla.com/default-category/73936-deep-hydration-for-oily-skin,0,4,4,ok
730_acwell,Licorice pH Balancing Intensive Eye Cream,82362,https://www.sociolla.com/eye-cream/54020-licorice-ph-balancing-intensive-eye-cream,0,9,9,ok
730_acwell,Licorice Toner & Eye Cream Set,105753,https://www.sociolla.com/skin-care-set/77411-licorice-toner-and-eye-cream-set,0,4,4,ok
730_acwell,Real Aqua Balancing Lotion,90791,https://www.sociolla.com/face-cream-lotion/62449-real-aqua-balancing-lotion,0,10,10,ok
730_acwell,Real Aqua Balancing Ampoule,90793,https://www.sociolla.com/ampoule/62451-real-aqua-balancing-ampoule,0,8,8,ok
730_acwell,Real Aqua Balancing Toner,85742,https://www.sociolla.com/toner/57400-acwell-real-aqua-balancing-toner-160ml,0,8,8,ok
15654_adara-cosmetics,ADARA - Diamond Glycolic All In One Moisturizer,105056,https://www.sociolla.com/face-gel/76714-adara-diamond-glycolic-all-in-one-moisturizer,0,10,10,ok
15654_adara-cosmetics,ADARA - Diamond Glycolic Serum Instabirght,105055,https://www.sociolla.com/face-serum/76713-adara-diamond-glycolic-serum-instabirght,0,5,5,ok
15654_adara-cosmetics,Bee Clear Acne Regular,104993,https://www.sociolla.com/acne-treatment-sealing-gel-cream/76651-bee-clear-acne-regular,0,7,7,ok
15654_adara-cosmetics,Bee Clear Acne Treatment Extra Formula,104994,https://www.sociolla.com/acne-treatment-sealing-gel-cream/76652-bee-clear-acne-treatment-extra-formula,0,1,1,ok
